NMFS_DNA_ID	GENOTYPE_NUMBER	BOX_ID	BOX_POSITION	SAMPLE_ID	BATCH_ID	PROJECT_NAME	GENUS	SPECIES	LENGTH	WEIGHT	SEX	AGE	REPORTED_LIFE_STAGE	PHENOTYPE	HATCHERY_MARK	TAG_NUMBER	COLLECTION_DATE	ESTIMATED_DATE	PICKER	PICK_DATE	LEFTOVER_SAMPLE	SAMPLE_COMMENTS	NMFS_DNA_ID	STATE_F	COUNTY_F	WATERSHED	TRIB_1	TRIB_2	WATER_NAME	REACH_SITE	HATCHERY	STRAIN	LATITUDE_F	LONGITUDE_F	LOCATION_COMMENTS_F	Sample_ID	OmyY1	OmyY1	R18251	R18251	R23044	R23044	R30220	R30220	R34286	R34286	R38993	R38993	SH114448	SH114448	R000200	R000200	R033859	R033859	R09768	R09768	R12730	R12730	R24463	R24463	R00586	R00586	R19198	R19198	R23330	R23330	R30355	R30355	R34385	R34385	R39365	R39365	SH121006	SH121006	R018277	R018277	R03418	R03418	R10226	R10226	R13191	R13191	R24493	R24493	R12738	R12738	R19633	R19633	R23813	R23813	R30423	R30423	R34662	R34662	R40094	R40094	SH127236	SH127236	R02551	R02551	R03924	R03924	R10530	R10530	R16543	R16543	R26255	R26255	R13730	R13730	R19731	R19731	R24068	R24068	R30589	R30589	R35324	R35324	R40152	R40152	OMS00116	OMS00116	R02676	R02676	R04143	R04143	R11238	R11238	R19868	R19868	R27050	R27050	R14225	R14225	R21285	R21285	R24273	R24273	R30678	R30678	R37205	R37205	R40252	R40252	OMS00143	OMS00143	R02783	R02783	R04203	R04203	R11353	R11353	R19948	R19948	R30551	R30551	R14383	R14383	R21330	R21330	R24370	R24370	R33010	R33010	R37229	R37229	R40319	R40319	OMS00144	OMS00144	R02785	R02785	R04760	R04760	R11790	R11790	R20353	R20353	R32124	R32124	R14511	R14511	R21561	R21561	R28680	R28680	R33411	R33411	R37560	R37560	R40342	R40342	OMS00159	OMS00159	R03042	R03042	R04944	R04944	R12528	R12528	R21023	R21023	R32692	R32692	R14589	R14589	R22570	R22570	R30015	R30015	R33562	R33562	R38346	R38346	R40580	R40580	OMS00169	OMS00169	R03306	R03306	R08985	R08985	R12611	R12611	R22488	R22488	R36639	R36639
M079636	001	M806	11H	OmyBBPW10S_0040	4537		Oncorhynchus	mykiss	705		Male		Adult				4/12/10					Already extracted DNA.	M079636	Idaho		Columbia River	Snake River	Potlatch River	Big Bear Creek	below Big Bear Falls			46.63062915	-116.6561891	RelAboveWeir	M079636_M806_11H	0	0	4	4	2	2	1	1	4	4	3	3	4	4	3	3	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	4	2	2	4	4	2	2	2	2	4	4	2	2	3	3	4	4	1	1	2	4	2	2	2	2	0	0	4	4	3	3	2	2	4	4	3	3	2	2	3	3	1	1	2	4	2	2	4	4	1	1	1	3	1	1	1	1	1	1	3	3	1	1	4	4	2	2	2	2	4	4	2	2	1	1	4	4	2	2	3	3	2	2	1	3	1	3	1	1	1	1	2	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	3	0	0	4	4	1	3	1	1	1	1	1	1	2	2	2	2	1	1	4	4	4	2	2	2	1	1	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M079637	001	M806	12A	OmyBBPW11S_0001	4537		Oncorhynchus	mykiss	680		Female		Adult				2/17/11					Already extracted DNA.	M079637	Idaho		Columbia River	Snake River	Potlatch River	Big Bear Creek	below Big Bear Falls			46.63062915	-116.6561891		M079637_M806_12A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M079638	001	M806	12B	OmyBBPW11S_0002	4537		Oncorhynchus	mykiss	729		Female		Adult				2/17/11					Already extracted DNA.	M079638	Idaho		Columbia River	Snake River	Potlatch River	Big Bear Creek	below Big Bear Falls			46.63062915	-116.6561891		M079638_M806_12B	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	3	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	4	4	2	2	2	2	4	4	2	2	3	3	4	4	1	1	2	4	2	2	2	2	0	0	3	3	3	3	2	2	4	4	3	3	2	2	3	3	1	1	2	2	2	2	3	4	1	1	1	3	1	1	1	1	1	1	3	3	1	1	4	4	2	2	2	2	4	4	2	2	1	3	4	4	2	2	3	3	2	2	1	3	1	1	1	1	1	1	2	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	3	0	0	4	4	1	3	1	1	1	1	1	1	2	2	2	2	1	1	4	4	4	2	2	2	1	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M079639	001	M806	12C	OmyBBPW11S_0003	4537		Oncorhynchus	mykiss	611		Male		Adult				2/22/11					Already extracted DNA.	M079639	Idaho		Columbia River	Snake River	Potlatch River	Big Bear Creek	below Big Bear Falls			46.63062915	-116.6561891		M079639_M806_12C	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	3	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	4	4	2	2	2	2	4	4	2	2	3	3	4	4	1	2	4	4	2	2	2	2	0	0	3	3	3	3	2	2	4	4	3	3	2	2	3	3	1	1	2	4	2	2	4	4	1	1	1	3	1	1	1	1	1	1	3	3	1	1	4	4	2	2	2	2	4	4	2	2	1	3	4	4	2	2	3	3	2	2	3	3	1	1	1	1	1	1	1	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	3	0	0	4	4	1	3	1	1	1	1	1	1	2	2	2	2	1	1	4	4	4	2	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M079640	001	M806	12D	OmyBBPW11S_0004	4537		Oncorhynchus	mykiss	710		Female		Adult				3/4/11					Already extracted DNA.	M079640	Idaho		Columbia River	Snake River	Potlatch River	Big Bear Creek	below Big Bear Falls			46.63062915	-116.6561891		M079640_M806_12D	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	3	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	4	4	2	2	2	2	4	4	2	2	3	3	4	4	1	1	4	4	2	2	2	2	0	0	3	3	3	3	2	2	4	4	3	3	2	2	3	3	1	1	2	4	2	2	4	4	1	1	1	1	1	1	1	1	1	1	3	3	1	1	4	4	2	2	2	2	4	4	2	2	3	3	4	4	2	2	3	3	2	2	1	3	1	3	1	1	1	1	1	1	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	3	0	0	4	4	1	3	1	1	1	1	1	1	2	2	2	2	1	1	4	4	4	2	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M079641	001	M806	12E	OmyBBPW11S_0005	4537		Oncorhynchus	mykiss	775		Male		Adult				3/5/11					Already extracted DNA.	M079641	Idaho		Columbia River	Snake River	Potlatch River	Big Bear Creek	below Big Bear Falls			46.63062915	-116.6561891		M079641_M806_12E	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	3	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	4	4	2	2	0	0	4	4	2	2	3	3	4	4	1	1	4	4	2	2	2	3	0	0	3	3	3	3	2	2	4	4	3	3	2	2	3	3	1	1	2	4	2	2	4	4	1	1	1	3	1	1	1	1	1	1	3	3	1	1	4	4	2	2	2	2	4	4	2	2	3	3	4	4	4	2	3	3	2	2	3	3	1	1	1	1	1	1	1	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	3	0	0	4	4	1	3	1	1	1	1	1	1	2	2	2	2	1	1	4	4	4	2	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M079642	001	M806	12F	OmyBBPW11S_0006	4537		Oncorhynchus	mykiss	641		Female		Adult				3/29/11					Already extracted DNA.	M079642	Idaho		Columbia River	Snake River	Potlatch River	Big Bear Creek	below Big Bear Falls			46.63062915	-116.6561891		M079642_M806_12F	0	0	4	4	2	2	1	1	4	4	3	3	4	4	3	3	0	0	2	2	2	2	0	0	3	3	3	3	4	4	4	4	2	2	1	4	2	2	2	2	4	4	2	2	3	3	4	4	2	2	4	4	2	2	2	2	0	0	3	4	3	3	2	2	4	4	3	3	2	2	3	3	1	1	4	4	2	2	4	4	1	1	3	3	1	1	1	1	1	1	3	3	1	1	4	4	2	2	2	2	4	4	2	2	3	3	4	4	2	2	3	3	2	2	1	1	1	1	1	1	1	1	2	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	3	0	0	4	4	1	3	1	1	1	1	1	1	2	2	2	2	1	4	4	4	4	2	2	2	1	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M079645	001	M807	1A	MS_092413_38	4327	Big Creek Mark-Recapture	Oncorhynchus	mykiss	85	7.3						3.79091E+14	9/24/13		LC	3/17/15	None		M079645	California	Monterey	Big Creek			Big Creek						Mainstem Big Creek	M079645_M807_1A	0	0	2	4	2	2	1	2	4	4	3	4	0	0	1	3	0	0	2	2	4	2	0	0	1	3	1	3	3	4	3	3	1	2	1	1	1	2	2	2	1	4	2	4	3	4	4	2	1	1	2	2	2	2	0	0	0	0	3	4	3	2	1	2	4	4	0	0	1	2	3	3	1	2	4	4	1	2	3	4	1	3	1	3	1	1	1	3	1	3	1	3	1	2	3	4	2	4	2	4	0	0	0	0	0	0	0	0	4	2	1	3	1	2	1	3	3	3	1	2	1	2	0	0	1	3	1	3	0	0	2	4	2	2	3	4	4	2	0	0	1	3	0	0	2	4	1	3	1	4	1	3	0	0	2	4	1	2	1	4	2	4	4	2	2	3	3	3	1	4	0	0	2	3	1	3	1	3	2	4	1	1	0	0	4	2	3	3	4	2	3	3
M079646	001	M807	1B	MS_092413_232	4327	Big Creek Mark-Recapture	Oncorhynchus	mykiss	96	11.1						3.80181E+14	9/24/13		LC	3/17/15	None		M079646	California	Monterey	Big Creek			Big Creek						Mainstem Big Creek	M079646_M807_1B	0	0	2	2	2	2	2	2	3	3	3	4	0	0	3	3	0	0	2	2	4	4	0	0	1	1	1	1	3	3	3	3	1	1	1	1	1	2	2	2	1	1	4	4	4	4	4	2	1	1	2	2	2	2	3	3	0	0	3	3	3	2	1	1	4	4	0	0	1	1	3	3	1	2	4	4	2	2	3	4	3	3	3	3	1	1	3	3	3	3	3	3	2	2	3	3	4	4	4	4	1	4	2	2	3	3	1	1	4	2	1	1	1	2	3	3	1	1	2	2	2	2	1	1	1	1	1	3	0	0	0	0	2	2	3	3	2	2	1	3	3	3	0	0	2	2	3	3	4	4	3	3	3	3	0	0	2	2	1	1	2	2	2	2	0	0	3	3	1	1	0	0	2	3	3	3	3	3	2	4	1	1	1	2	2	2	0	0	2	2	3	4
M079647	001	M807	1C	MS_092413_239	4327	Big Creek Mark-Recapture	Oncorhynchus	mykiss	67	3.3						3.80181E+14	9/24/13		LC	3/17/15	None		M079647	California	Monterey	Big Creek			Big Creek						Mainstem Big Creek	M079647_M807_1C	0	0	2	2	2	2	1	2	4	4	3	4	2	4	3	3	0	0	2	2	4	4	0	0	1	3	1	3	3	4	3	3	1	2	1	1	1	2	2	2	1	4	2	4	3	4	4	2	1	1	2	4	2	2	2	3	0	0	3	3	2	2	1	2	4	4	0	0	1	2	3	3	1	2	4	4	1	2	3	4	3	3	1	3	1	4	1	3	1	3	1	3	1	2	3	4	2	4	4	4	0	0	2	3	3	3	1	4	0	0	1	3	1	2	1	3	1	3	1	2	1	2	1	2	1	3	1	3	0	0	2	4	2	2	3	4	4	2	1	1	1	3	0	0	2	4	1	3	1	4	1	3	3	3	4	4	2	2	1	1	2	4	4	2	2	2	3	3	1	4	0	0	2	3	1	3	1	3	2	4	1	1	1	2	4	2	3	3	4	2	3	3
M079648	001	M807	1D	MS_092413_252	4327	Big Creek Mark-Recapture	Oncorhynchus	mykiss	66	3.4						3.79091E+14	9/24/13		LC	3/17/15	None		M079648	California	Monterey	Big Creek			Big Creek						Mainstem Big Creek	M079648_M807_1D	0	0	2	2	2	2	2	2	3	4	3	4	2	4	3	3	0	0	2	2	4	4	0	0	1	1	1	1	3	3	3	3	1	1	1	1	1	2	2	2	1	1	4	4	4	4	4	2	1	1	2	2	2	2	3	3	0	0	3	3	3	2	1	1	4	4	0	0	1	1	3	3	1	2	4	4	1	2	3	4	3	3	3	3	1	4	3	3	3	3	3	3	2	2	3	3	2	4	4	4	1	4	2	2	3	3	1	1	4	2	1	1	1	2	3	3	1	1	2	2	2	2	1	1	1	1	1	3	0	0	4	4	2	2	3	4	2	2	3	3	3	3	0	0	2	2	3	3	4	4	3	3	3	3	4	4	1	2	1	1	2	2	2	2	0	0	3	3	1	1	0	0	2	3	3	3	1	3	2	4	1	3	1	1	2	2	1	1	2	2	0	0
M079649	001	M807	1E	MS_092413_294	4327	Big Creek Mark-Recapture	Oncorhynchus	mykiss	78	5.6						3.80181E+14	9/24/13		LC	3/17/15	None		M079649	California	Monterey	Big Creek			Big Creek						Mainstem Big Creek	M079649_M807_1E	0	0	2	2	2	4	2	2	3	3	3	4	2	2	3	3	0	0	2	2	4	4	0	0	1	1	1	1	3	3	3	3	1	1	1	1	1	1	2	2	1	1	4	4	4	4	2	2	1	1	2	2	2	2	3	3	0	0	3	3	2	2	1	1	4	4	0	0	1	1	3	3	2	2	4	4	1	1	4	4	3	3	3	3	4	4	3	3	3	3	3	3	2	2	3	3	4	4	4	4	1	4	2	2	3	3	1	1	2	2	1	1	0	0	3	3	1	3	2	2	2	2	1	1	1	1	3	3	0	0	4	4	2	2	3	4	2	2	1	1	3	3	0	0	2	2	3	3	4	4	3	3	3	3	4	4	2	2	1	1	2	2	2	2	0	0	3	3	1	1	0	0	2	2	3	3	3	3	2	2	1	3	1	1	2	2	1	1	2	2	4	4
M079650	001	M807	1F	MS_092413_322	4327	Big Creek Mark-Recapture	Oncorhynchus	mykiss	76	5.5						3.80181E+14	9/24/13		LC	3/17/15	None		M079650	California	Monterey	Big Creek			Big Creek						Mainstem Big Creek	M079650_M807_1F	0	0	2	4	2	4	1	1	3	4	3	3	4	4	3	3	0	0	2	2	4	2	0	0	1	3	1	3	3	4	3	3	1	2	1	1	1	2	2	2	1	4	2	4	3	4	4	2	1	1	2	4	2	2	2	3	0	0	3	3	3	2	1	2	4	4	0	0	1	2	3	3	1	2	4	4	1	2	4	4	3	3	1	3	1	4	1	3	1	3	1	3	1	2	3	4	2	4	2	4	1	4	2	2	3	3	1	4	2	2	1	1	1	2	1	3	1	3	1	2	1	2	1	2	1	3	1	3	0	0	2	4	2	2	3	4	4	2	1	1	1	3	0	0	2	4	1	3	1	4	3	3	1	3	2	4	2	2	1	1	2	4	4	2	2	2	3	3	1	4	0	0	2	3	1	3	1	3	2	4	1	1	2	2	4	2	1	1	4	2	0	0
M079651	001	M807	1G	UB_092413_24	4327	Big Creek Mark-Recapture	Oncorhynchus	mykiss	75	4.4						3.79091E+14	9/24/13		LC	3/17/15	None		M079651	California	Monterey	Big Creek			Big Creek	Upper Big Creek						M079651_M807_1G	0	0	2	4	2	4	1	1	3	3	3	4	2	4	3	3	0	0	2	2	4	2	0	0	1	3	1	3	3	4	3	3	1	2	1	1	1	2	2	2	1	4	2	4	3	4	4	2	1	1	2	4	2	2	3	3	0	0	3	3	3	2	1	2	4	4	0	0	1	2	1	1	1	2	2	4	1	1	3	4	1	3	1	3	1	4	1	3	1	3	1	3	1	2	3	4	2	4	2	4	1	4	2	2	3	3	1	4	2	2	1	3	1	2	3	3	1	3	1	2	1	2	1	1	1	3	1	3	0	0	0	0	2	2	3	4	4	2	1	1	1	3	0	0	2	4	1	3	1	4	1	3	1	3	2	4	2	2	1	4	2	4	4	2	2	3	3	3	1	4	0	0	2	3	1	3	1	3	2	4	1	1	1	2	4	2	3	3	4	2	3	3
M079652	001	M807	1H	UB_092413_26	4327	Big Creek Mark-Recapture	Oncorhynchus	mykiss	75	5.3						3.80181E+14	9/24/13		LC	3/17/15	None		M079652	California	Monterey	Big Creek			Big Creek	Upper Big Creek						M079652_M807_1H	0	0	2	4	2	2	1	2	3	4	3	4	2	4	3	3	0	0	2	2	4	4	0	0	1	3	1	3	3	4	3	3	1	2	1	1	1	2	2	2	1	4	2	4	3	4	4	2	1	1	2	4	2	2	2	3	0	0	3	3	3	2	1	2	4	4	0	0	1	2	3	3	1	2	2	4	1	2	3	3	1	3	3	3	1	4	1	3	1	3	1	3	1	2	3	4	2	2	4	4	4	4	2	2	3	3	1	4	4	2	1	3	1	2	1	3	1	1	1	2	1	2	1	1	1	3	1	3	0	0	2	4	2	2	3	4	4	2	1	1	1	3	0	0	2	4	1	3	1	4	3	3	3	3	2	4	2	2	1	1	2	4	4	2	2	3	3	3	1	4	0	0	2	3	1	3	1	1	2	4	1	3	2	2	4	2	3	3	4	2	3	3
M079653	001	M807	2A	UB_092413_55	4327	Big Creek Mark-Recapture	Oncorhynchus	mykiss	99	10.9						3.79091E+14	9/24/13		LC	3/17/15	None		M079653	California	Monterey	Big Creek			Big Creek	Upper Big Creek						M079653_M807_2A	0	0	4	4	2	2	1	1	4	4	3	4	4	4	3	3	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	2	2	4	4	2	2	3	3	4	4	1	1	4	4	2	2	2	3	0	0	3	3	3	3	2	2	4	4	0	0	2	2	3	3	1	1	4	4	2	2	4	4	1	3	1	3	1	1	1	1	1	1	1	1	1	1	4	4	2	2	2	2	4	4	2	2	3	3	4	4	2	2	3	3	2	2	1	1	1	3	1	1	1	1	1	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	1	0	0	2	2	1	2	1	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M079654	001	M807	2B	UB_092413_59	4327	Big Creek Mark-Recapture	Oncorhynchus	mykiss	73	4.7						3.79091E+14	9/24/13		LC	3/17/15	None		M079654	California	Monterey	Big Creek			Big Creek	Upper Big Creek						M079654_M807_2B	0	0	4	4	2	2	1	1	4	4	3	4	4	4	3	3	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	0	0	4	4	2	2	3	3	4	4	1	1	4	4	2	2	2	2	0	0	3	3	3	3	2	2	4	4	0	0	2	2	3	3	1	1	4	4	2	2	4	4	1	3	1	3	1	4	1	1	1	1	1	1	1	1	4	4	2	2	2	2	4	4	2	3	3	3	4	4	2	2	3	3	2	2	1	1	1	3	1	1	1	1	1	1	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	3	1	1	2	2	1	2	1	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
M079655	001	M807	2C	UB_092413_65	4327	Big Creek Mark-Recapture	Oncorhynchus	mykiss	72	4.5						3.79091E+14	9/24/13		LC	3/17/15	None		M079655	California	Monterey	Big Creek			Big Creek	Upper Big Creek						M079655_M807_2C	0	0	4	4	2	2	1	1	4	4	3	4	4	4	3	3	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	1	1	2	2	2	2	4	4	2	2	3	3	4	4	1	1	2	4	2	2	2	2	0	0	3	3	3	3	2	2	4	4	0	0	2	2	3	3	1	1	4	4	2	2	3	4	1	1	1	1	1	4	1	1	1	1	1	3	1	1	4	4	2	2	4	4	1	4	2	3	3	3	4	4	4	2	3	3	2	2	1	1	1	3	1	1	1	1	1	2	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	3	1	1	2	2	2	2	1	1	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	1	1	4	4	3	3	4	4	3	3
M079656	001	M807	2D	UB_092413_80	4327	Big Creek Mark-Recapture	Oncorhynchus	mykiss	82	6.1						3.79091E+14	9/24/13		LC	3/17/15	None		M079656	California	Monterey	Big Creek			Big Creek	Upper Big Creek						M079656_M807_2D	0	0	2	4	2	2	1	1	3	3	3	4	2	4	3	3	0	0	2	2	4	2	0	0	1	3	1	3	3	4	3	3	1	2	1	1	1	2	2	2	1	4	2	4	3	4	4	2	1	1	2	4	2	4	3	3	0	0	3	3	3	2	1	2	4	4	0	0	1	2	3	3	1	2	4	4	1	2	4	4	1	3	1	3	4	4	1	3	1	3	1	3	1	2	3	4	2	4	2	4	1	4	2	2	3	3	1	4	4	2	1	3	1	2	1	3	3	3	1	2	1	2	1	2	1	3	1	3	0	0	2	4	2	2	3	4	4	2	1	1	1	3	0	0	2	4	1	3	1	4	3	3	3	3	2	4	2	2	1	1	2	4	4	2	2	3	3	3	1	4	0	0	2	3	1	3	1	1	2	4	1	1	2	2	4	2	3	3	4	2	0	0
M079657	001	M807	2E	UB_092413_81	4327	Big Creek Mark-Recapture	Oncorhynchus	mykiss	81	5.7						3.79091E+14	9/24/13		LC	3/17/15	None		M079657	California	Monterey	Big Creek			Big Creek	Upper Big Creek						M079657_M807_2E	0	0	2	4	2	2	1	1	3	4	3	4	2	4	3	3	0	0	2	2	4	2	0	0	1	3	1	3	3	4	3	3	1	2	1	1	1	2	2	2	1	4	2	4	3	4	4	2	1	1	2	4	2	4	2	3	0	0	3	3	3	2	1	2	4	4	0	0	1	2	3	3	1	2	4	4	1	2	3	4	1	3	1	3	1	4	1	3	1	3	1	3	1	2	3	4	2	4	4	4	4	4	2	2	3	3	1	4	4	2	1	3	1	2	1	3	1	3	1	2	1	2	1	1	1	3	1	3	0	0	2	4	2	2	3	4	4	2	1	1	1	3	0	0	2	4	1	3	1	4	1	3	1	3	2	4	2	2	1	1	2	4	4	2	2	3	3	3	1	4	0	0	2	3	1	3	1	3	2	4	1	1	2	2	4	2	3	3	4	2	3	3
M079658	001	M807	2F	UB_092413_84	4327	Big Creek Mark-Recapture	Oncorhynchus	mykiss	75	5.1						3.79091E+14	9/24/13		LC	3/17/15	None		M079658	California	Monterey	Big Creek			Big Creek	Upper Big Creek						M079658_M807_2F	0	0	2	4	2	2	1	1	3	4	3	4	2	4	3	3	0	0	2	2	4	2	0	0	1	3	1	3	3	4	3	3	1	2	1	1	1	2	2	2	1	4	2	4	3	4	4	2	1	1	2	4	2	4	2	3	0	0	3	3	3	2	1	2	4	4	0	0	1	2	3	3	1	2	4	4	1	2	3	4	1	3	1	3	1	4	1	3	1	3	1	3	1	2	3	4	2	4	4	4	0	0	2	2	3	3	1	4	2	2	1	3	1	2	1	3	1	3	1	2	1	2	1	1	1	3	1	3	0	0	2	4	2	2	3	4	4	2	1	1	1	3	0	0	2	4	1	3	1	4	1	3	1	3	2	4	2	2	1	1	2	4	4	2	2	3	3	3	1	4	0	0	2	3	1	3	1	3	2	4	1	1	2	2	4	2	3	3	4	2	3	3
M079659	001	M807	2G	UB_092413_154	4327	Big Creek Mark-Recapture	Oncorhynchus	mykiss	80	6.4						3.79091E+14	9/24/13		LC	3/17/15	None		M079659	California	Monterey	Big Creek			Big Creek	Upper Big Creek						M079659_M807_2G	0	0	2	4	2	4	1	2	3	4	3	4	2	4	1	3	0	0	2	2	4	4	0	0	1	3	1	3	3	4	3	3	1	2	1	1	1	2	2	2	1	4	2	4	3	4	4	2	1	1	2	4	2	2	2	3	0	0	3	3	0	0	1	2	4	4	0	0	1	2	3	3	1	2	4	4	1	2	4	4	3	3	1	3	1	4	1	3	1	3	3	3	1	2	3	4	2	4	4	4	1	4	2	3	3	3	1	4	4	2	1	3	1	2	1	3	1	1	1	2	1	2	1	2	1	3	1	3	0	0	0	0	2	2	3	4	4	2	1	1	1	3	0	0	2	4	1	3	1	4	1	3	0	0	2	4	2	2	0	0	2	4	4	2	2	3	3	3	1	4	0	0	2	3	1	3	1	3	2	4	1	1	0	0	4	2	3	3	4	2	3	3
M079660	001	M807	2H	UB_092413_175	4327	Big Creek Mark-Recapture	Oncorhynchus	mykiss	83	7.3						3.80181E+14	9/24/13		LC	3/17/15	None		M079660	California	Monterey	Big Creek			Big Creek	Upper Big Creek						M079660_M807_2H	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M079661	001	M807	3A	UB_092413_195	4327	Big Creek Mark-Recapture	Oncorhynchus	mykiss	93	9						3.79091E+14	9/24/13		LC	3/17/15	None		M079661	California	Monterey	Big Creek			Big Creek	Upper Big Creek						M079661_M807_3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
M083390	001	M846	1B	SP SH2	4602		Oncorhynchus	mykiss									1/1/02	Yes	LC	7/31/15	None	Already extracted DNA. Anadromous	M083390	Russia	Kamchatka	Sopochnaya River			Sopochnaya River							M083390_M846_1B	0	0	4	4	2	2	1	1	4	4	3	3	4	4	1	1	0	0	2	2	2	2	0	0	3	3	3	3	4	4	3	3	2	2	4	4	2	2	2	2	4	4	2	2	3	3	4	4	1	2	4	4	2	2	2	2	0	0	3	3	3	3	2	2	4	4	0	0	2	2	0	0	1	1	2	4	2	2	4	4	1	1	1	3	1	1	1	1	1	1	1	3	1	1	4	4	2	2	2	2	4	4	2	2	3	3	4	4	2	2	3	3	2	2	1	1	3	3	1	1	1	1	1	1	3	3	1	1	0	0	2	2	2	2	4	4	4	4	1	1	1	1	0	0	4	4	1	1	1	1	1	1	1	1	2	2	2	2	4	4	4	4	4	4	2	2	3	3	4	4	0	0	3	3	1	1	1	1	4	4	1	1	2	2	4	4	3	3	4	4	3	3
